user_id;first_name;last_name;username;password_hash;email;phone;role;DEPARTMENT_ID;status;access_level;joined_date;last_login;assignment;is_active;created_at;updated_at
39;Aarav;Shah;aarav.shah;Ark@123;aarav.shah@houseofark.com;9821122334;"Sales Executive";12;Active;Staff;2023-07-05;"2025-11-11 10:02:00";"Lead follow-ups";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
40;Riya;Mehta;riya.mehta;Ark@123;riya.mehta@houseofark.com;9812233377;"Sales Executive";12;Active;Staff;2023-08-15;"2025-11-10 09:42:00";"Site visits & clients";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
41;Kunal;Shah;kunal.shah;Ark@123;kunal.shah@houseofark.com;9813344499;"Sales Executive";12;Active;Staff;2024-01-10;"2025-11-09 08:58:00";"Client demos";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
42;Elina;Varghese;elina.varghese;Ark@123;elina.varghese@houseofark.com;9900221133;"Marketing Exec";12;Active;Staff;2024-02-28;"2025-11-08 12:22:00";"Digital marketing";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
43;Vikram;Poonawalla;vikram.poonawalla;Ark@123;vikram.poonawalla@houseofark.com;9890093344;"Sales Executive";12;Active;Staff;2024-04-18;"2025-11-07 14:30:00";"High-networth outreach";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
44;Sarah;Joseph;sarah.joseph;Ark@123;sarah.joseph@houseofark.com;9900332211;"Sales Exec";12;Active;Staff;2024-06-01;"2025-11-06 09:05:00";"Showflat coordination";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
45;Daniel;Dsouza;daniel.dsouza;Ark@123;daniel.dsouza@houseofark.com;9890095566;"Sales Exec";12;Active;Staff;2024-07-20;"2025-11-05 11:11:00";"Client relations";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
46;Natasha;Merchant;natasha.merchant;Ark@123;natasha.merchant@houseofark.com;9814455667;"Marketing Manager";12;Active;Manager;2024-08-30;"2025-11-04 10:00:00";"Brand & PR";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
47;Farhan;Daruwala;farhan.daruwala;Ark@123;farhan.daruwala@houseofark.com;9815566001;"Sales Exec";12;Active;Staff;2024-10-10;"2025-11-03 07:50:00";"Client follow-ups";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
48;Amit;Singh;amit.singh;Ark@123;amit.singh@houseofark.com;9817001122;"Senior Site Engineer";3;Active;Engineer;2022-11-05;"2025-11-12 08:14:00";"Structural & slab coordination";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
49;Pooja;Sharma;pooja.sharma;Ark@123;pooja.sharma@houseofark.com;9817003344;"Site Engineer";3;Active;Engineer;2023-01-20;"2025-11-11 08:00:00";"Site supervision";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
50;Raghav;Malik;raghav.malik;Ark@123;raghav.malik@houseofark.com;9822334455;"Site Engineer";3;Active;Engineer;2023-02-10;"2025-11-10 07:30:00";"Structural works";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
51;Suman;Verma;suman.verma;Ark@123;suman.verma@houseofark.com;9900445566;"Junior Engineer";3;Active;Engineer;2023-05-18;"2025-11-09 09:33:00";"Assists senior engineers";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
52;Vivek;Sharma;vivek.sharma;Ark@123;vivek.sharma@houseofark.com;9890776655;"Junior Engineer";3;Active;Engineer;2023-06-25;"2025-11-08 10:14:00";"Site QA support";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
53;Neel;Patel;neel.patel;Ark@123;neel.patel@houseofark.com;9877766554;"Junior Engineer";3;Active;Engineer;2023-08-01;"2025-11-07 11:20:00";"Masonry & BBM support";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
54;Tanya;Kohli;tanya.kohli;Ark@123;tanya.kohli@houseofark.com;9880011223;"Site Engineer";3;Active;Engineer;2023-09-18;"2025-11-06 12:12:00";"Floor finishing coordination";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
55;Harsh;Mehta;harsh.mehta;Ark@123;harsh.mehta@houseofark.com;9813388999;"Senior Engineer";3;Active;Engineer;2023-10-01;"2025-11-05 08:05:00";"Technical supervision";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
56;Irfan;Khan;irfan.khan;Ark@123;irfan.khan@houseofark.com;9900113344;"Site Engineer";3;Active;Engineer;2024-01-12;"2025-11-04 07:44:00";"Concrete & reinforcement";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
57;Mira;Roy;mira.roy;Ark@123;mira.roy@houseofark.com;9899001122;"Junior Engineer";3;Active;Engineer;2024-02-20;"2025-11-03 10:33:00";"Plaster & finishes";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
58;Rohan;Deshmukh;rohan.deshmukh;Ark@123;rohan.deshmukh@houseofark.com;9810092233;"Intern Engineer";3;Active;Intern;2024-03-30;"2025-11-02 16:12:00";"Site intern";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
59;Kiran;Bajaj;kiran.bajaj;Ark@123;kiran.bajaj@houseofark.com;9870013344;"Site Engineer";3;Active;Engineer;2024-05-09;"2025-11-01 09:55:00";"BBM & finishing";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
60;Sahil;Khanna;sahil.khanna;Ark@123;sahil.khanna@houseofark.com;9811127799;"Junior Engineer";3;Active;Engineer;2024-06-18;"2025-10-31 07:12:00";"Site works";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
61;Diya;Narang;diya.narang;Ark@123;diya.narang@houseofark.com;9901223344;"Site Engineer";3;Active;Engineer;2024-08-02;"2025-10-30 08:22:00";"Floor progress updates";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
62;Mukul;Ahuja;mukul.ahuja;Ark@123;mukul.ahuja@houseofark.com;9890097788;"Senior Engineer";3;Active;Engineer;2022-12-12;"2025-10-29 09:00:00";"Lead technical tasks";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
63;Ramesh;Singh;ramesh.singh;Ark@123;ramesh.singh@houseofark.com;9820001122;"Ops Head";13;Active;Manager;2022-10-01;"2025-11-15 08:10:00";"Overall ops & support";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
64;Suresh;Kumar;suresh.kumar;Ark@123;suresh.kumar@houseofark.com;9890090011;"Security Guard";13;Active;Staff;2023-03-05;"2025-11-14 06:45:00";"Perimeter security";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
65;Manoj;Patel;manoj.patel;Ark@123;manoj.patel@houseofark.com;9890090022;"Security Guard";13;Active;Staff;2023-04-11;"2025-11-13 06:50:00";"Gate & patrols";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
66;Ajay;Kumar;ajay.kumar;Ark@123;ajay.kumar@houseofark.com;9890090033;"Security Guard";13;Active;Staff;2023-05-08;"2025-11-12 06:55:00";"Night patrols";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
67;Rajat;Verma;rajat.verma;Ark@123;rajat.verma@houseofark.com;9890090044;"Security Guard";13;Active;Staff;2023-06-20;"2025-11-11 07:00:00";"Lobby security";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
68;Vikash;Yadav;vikash.yadav;Ark@123;vikash.yadav@houseofark.com;9890090055;"Security Guard";13;Active;Staff;2023-07-15;"2025-11-10 07:05:00";"Patrol & CCTV";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
69;Sunita;Kaur;sunita.kaur;Ark@123;sunita.kaur@houseofark.com;9890090066;Housekeeping;13;Active;Staff;2023-08-01;"2025-11-09 08:20:00";"Cleaning & common areas";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
70;Preeti;Shah;preeti.shah;Ark@123;preeti.shah@houseofark.com;9890090077;Housekeeping;13;Active;Staff;2023-09-10;"2025-11-08 08:25:00";Housekeeping;1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
71;Kamal;Nair;kamal.nair;Ark@123;kamal.nair@houseofark.com;9890090088;Housekeeping;13;Active;Staff;2023-10-05;"2025-11-07 08:30:00";Cleaning;1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
72;Sonia;Dutta;sonia.dutta;Ark@123;sonia.dutta@houseofark.com;9890090099;"Admin Assistant";13;Active;Staff;2023-11-20;"2025-11-06 09:00:00";"Admin support";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
73;Ravi;Joshi;ravi.joshi;Ark@123;ravi.joshi@houseofark.com;9890090100;"Admin Assistant";13;Active;Staff;2024-02-14;"2025-11-05 09:15:00";"Site admin support";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
74;Tanvi;Gupta;tanvi.gupta;Ark@123;tanvi.gupta@houseofark.com;9812347788;"Sales Executive";12;Active;Staff;2024-03-01;"2025-11-04 10:12:00";"Lead gen";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
75;Karan;Agarwal;karan.agarwal;Ark@123;karan.agarwal@houseofark.com;9813347788;"Sales Executive";12;Active;Staff;2024-05-12;"2025-11-03 11:11:00";"Client follow-up";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
76;Nidhi;Bhandari;nidhi.bhandari;Ark@123;nidhi.bhandari@houseofark.com;9814457788;"Marketing Exec";12;Active;Staff;2024-06-20;"2025-11-02 12:10:00";"Digital campaigns";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
77;Vivek;Jain;vivek.jain;Ark@123;vivek.jain@houseofark.com;9815567788;"Site Electrician";4;Active;Staff;2024-07-30;"2025-11-01 07:40:00";"Electrical maintenance";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
78;Sonia;Kohli;sonia.kohli;Ark@123;sonia.kohli@houseofark.com;9816677788;"Junior Engineer";3;Active;Engineer;2024-08-15;"2025-10-30 09:20:00";"Assists site work";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
79;Aman;Sethi;aman.sethi;Ark@123;aman.sethi@houseofark.com;9817788899;"Logistics Coordinator";5;Active;Staff;2024-09-20;"2025-10-29 08:55:00";"Material logistics";1;"2025-11-18 19:35:05";"2025-11-18 19:35:05"
